_id,beneficiary_name,beneficiary_address,project_name,project_description,total_amount,project_status,management_authority,amount,amount_kind,approval_date,beneficiary_city,beneficiary_country,beneficiary_country_code,beneficiary_county,beneficiary_id,beneficiary_nuts_code,beneficiary_nuts_region,beneficiary_person,beneficiary_postal_code,beneficiary_url,cci_program_code,cci_program_title,completion_date,currency,eu_cofinancing_amount,eu_cofinancing_amount_eligible,eu_cofinancing_rate,european_investment_bank,final_payment_date,first_payment_date,fund_acronym,fund_name,funding_period,funding_period_number,member_state_amount,operational_programme,priority_label,priority_number,project_id,source,starting_date,theme_code,theme_name,third_party_amount,total_amount_applied,total_amount_eligible
41,Berghofer Gesellschaft mbH,"7431 Bad Tatzmannsdorf, Thermenplatz 1",Konzeptberatung,"Darstellung der Ist-Situation, Analyse des Unternehmens aus betriebswirtschaftlicher Sicht, Stärken/Schwächen- Analyse, Erstellung eines Budgtes, Liquiditätsplan und Investitionsplan",1280.0,A,Wirtschaft Burgenland GmbH - WiBuG,1280.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
42,BERNHARD KUDERNATSCH KG,"7141 Podersdorf am See, Mühlstraße 23",Konzeptberatung,"Expansion Kiteschule, zusätzlicher Standort, Investitionskostenschätzung, Businessplan",900.0,A,Wirtschaft Burgenland GmbH - WiBuG,900.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
43,Bertrams GmbH & Co KG,"1200 Wien 20. Bezirk (Brigittenau), Handelskai 100",Errichtung einer Betriebsstätte in 7093 Jois,"Im Zuges des Projektes soll ein Produktionsstandort zur Herstellung von Abgas- und Rauchrohren inkl. Einer automatisierten Beschichtungsanlage (Lackierung), Lagerflächen und einer Verwaltung realisiert werden.",1416878.66,A,Wirtschaft Burgenland GmbH - WiBuG,1416878.66,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
44,Bertrams GmbH & Co KG,"1200 Wien 20. Bezirk (Brigittenau), Handelskai 100",Zubau am Produktionsstandort Jois,"Beim ggst. Vorhaben handelt es sich um einen Zubau zu dem am 2013 fertiggestellten Produktionsstandort in Jois. Errichtet werden sollen eine Lagerhalle, eine weitere Produktionshalle, ein Speditionsbüro und ein Verbindungsgang. Weiters werden ein Stellplatz für den LKW und eine Überdachung beim Müllbereich hergestellt. Im Zug des Erweiterungsprojektes wird auch eine neue Büroeinrichtung (inkl. Einrichtung für Verkaufsraum) angeschafft. Gleichzeitig werden mit dem Projekt alle Unternehmensprozesse im Softwarebereich adaptiert bzw. ergänzt sowie die techn. Ausstattung modernisiert. Für den Lager- u. Produktionsbereich soll eine neue Betriebs- u. Geschäftsausstattung angeschafft werden. Nach Verwirklichung dieses Projektes werden sämtliche Produktions-, Lager-, Logisitik- u. Verwaltungsprozesse für die derzeit hergestellten Produkte an einem Standort konzentriert sein.",341000.0,A,Wirtschaft Burgenland GmbH - WiBuG,341000.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
45,BHM-Tech Produktionsgesellschaft m.b.H.,"7423 Grafenschachen, Grafenschachen  242",Innovativer Gehörschutz: in einem modischen Brillengestell integriertes Hörgerät,Entwicklung eines Hörgeräteteils der auf dem Großteil der am Markt befindlichen Brillenbügel montierbar ist. Entwicklung eines Gehörschutzfilters.,183854.46,A,FFG - Österreichische Forschungsförderung sgesellschaft m.b.H.,183854.46,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
46,BHM-Tech Produktionsgesellschaft m.b.H.,"7423 Grafenschachen, Grafenschachen 242",Messe Kolumbien - All ears on Spanish,"Im Rahmen der Messe für Hörimplantate ""All ears on Spanish"" werden Hörgeräte und Hörhilfen präsentiert und vorgeführt",3800.0,A,Wirtschaft Burgenland GmbH - WiBuG,3800.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
47,Bierbaum Daniel,"7092 Winden am See, Hauptstraße 46",Konzeptberatung,"Umfassende Gründungsberatung, Erarbeitung eines Businessplans",900.0,A,Wirtschaft Burgenland GmbH - WiBuG,900.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
48,Biomasse-Kraftwerk Güssing GmbH u. Co KG,"7540 Güssing, Europastrasse 1",Konzeptberatung,Optimierungsprogramm 2010 - Erstellung eines Businessplan aufgrund neuer Investitionen um neue und effizientere Energielösungen auf dem Markt anzubieten,1300.0,A,Wirtschaft Burgenland GmbH - WiBuG,1300.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
49,Biosektkellerei Rittsteuer GmbH,"7093 Jois, Eisenstädter Straße 6",Internationalisierung durch Messen,"Messeauftritte in der Schweiz, Deutschland, Großbritannien und Luxemburg. Dadurch erwartet sich die Förderwerberin einen internationalen Zugang zu Gastronomie, Handel und Privatkunden, der letztendlich in einer Steigerung des Umsatzes von 15 % münden sollte. Ebenso soll es zu einer Steigerung des Kundenpotenzials kommen. Bei den Produkten handelt es sich um BioProdukte - Biowein und Biosekt.",1447.91,A,Wirtschaft Burgenland GmbH - WiBuG,1447.91,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
50,Bliem's Wohnreich GmbH & Co KG,"7131 Halbturn, Erzherzog- Friedrich Straße 40",Errichtung einer 3-Sterne- Frühstückspension,"Errichtung einer 3-Sterne-Frühstückspension mit 15 Gästezimmern, Frühstücksraum, Weinbar und Seminarraum.",327662.0,A,Wirtschaft Burgenland GmbH - WiBuG,327662.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
51,Boehm & Lange GmbH,"7312 Horitschon, Hauptstraße 101",Umsetzungsberatung,Anpassung des Controllings an die geänderten Marktbedingungen,3150.0,A,Wirtschaft Burgenland GmbH - WiBuG,3150.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
52,Boehm & Lange GmbH,"7312 Horitschon, Hauptstraße 101",Konzeptberatung,Einführung eines Qualitätsmanagementsystems,952.44,A,Wirtschaft Burgenland GmbH - WiBuG,952.44,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
53,Boehm & Lange GmbH,"7312 Horitschon, Hauptstraße 101",Umsetzungsberatung,Einführung und Zertifzierung des Qualitätsmanagementsystems ISO 9001:2000,3063.42,A,Wirtschaft Burgenland GmbH - WiBuG,3063.42,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
54,Brand-Ex Feuerschutz GmbH,"7033 Pöttsching, Wiener Neustädter Straße 86",Konzeptberatung,Anpassung des Qualitätsmanagementsystems ISO 9001:2000,934.02,A,Wirtschaft Burgenland GmbH - WiBuG,934.02,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
511,AAT Fördersysteme und Automatisierungstechnik GmbH.,,Innovationsdienstleistung für Unternehmen,,2400.0,,,2400.0,total_amount,,,ÖSTERREICH,AT,,,AT12,Niederösterreich,,,,2007AT162PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
56,BRAUN LOCKENHAUS GmbH,"7442 Hammerteich, Fabriksgasse 9-11",Bentwood,"Ziel des Projektes ist es, die Traditionen bzw. Techniken des Holzbiegens mit neuen Fertigungsmöglichkeiten zu verbinden und daraus ein neuartiges Design zu gestalten. Durch die Entwicklung soll ein neues modernes Sitzmöbel mit neuen Formen, Querschnitten, Radien, aber auch mit allen anderen Anforderungen an Objektmöbel realisiert werden.",16412.58,A,Wirtschaft Burgenland GmbH - WiBuG,16412.58,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
57,BRAUN LOCKENHAUS GmbH,"7442 Hammerteich, Fabriksgasse 9-11",HYBRID Sessel,"Mit neuen Technologien und neuem Design soll ein neues Sesselmodell bzw. eine komplette Modellfamilie entwickelt werden. Die Herausforderung besteht darin, die Anforderungen der Objektnorm EN 13761 zu erfüllen. Der ""Hybrid-Sessel"" soll eine Kombination aus teilweise nicht sichtbarer Metallunterkonstruktion mit den erforderlichen Holzkomponenten sein. Der Stuhl soll am Markt als klassischer Massivholzstuhl positioniert werden und auch als dieser erkannt.",22539.29,A,Wirtschaft Burgenland GmbH - WiBuG,22539.29,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
58,Breithofer Maria,"7061 Trausdorf an der Wulka, Waldgasse 86",Konzeptberatung,Maria Breithofer mit ihrer Ausbildung zur Sakralenergetikerin 2008 ihr Unternehmen gegründet. Bislang war sie geringfügig tätig und möchte nunmehr mit 2010 ihr Geschäft richtig aufbauen. Ziel der Beratung sind daher die Erstellung eines Marketingkonzepts,1300.0,A,Wirtschaft Burgenland GmbH - WiBuG,1300.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
59,Brunner Alois,"8384 Minihof-Liebau, Minihof-Liebau 17",Konzeptberatung,Beratung bei der Betriebsübergabe aufgrund der Erwerbsunfähigkeitspension,1300.0,A,Wirtschaft Burgenland GmbH - WiBuG,1300.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
60,Buchegger Marianne,"7423 Pinkafeld, Am Sand 4/3",Konzeptberatung,"Investition, Planrechnung, Businessplan",812.5,A,Wirtschaft Burgenland GmbH - WiBuG,812.5,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
61,Buchleitner-Szabo Eva,"7540 Güssing, Europastraße 1",Konzeptberatung,Entwicklung eines Unternehmenskonzeptes (Businessplan),1300.0,A,Wirtschaft Burgenland GmbH - WiBuG,1300.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
62,Buchleitner-Szabo Eva,"7540 Güssing, Europastraße 1",Umsetzungsberatung,Umsetzung von Controllingmaßnahmen,910.0,A,Wirtschaft Burgenland GmbH - WiBuG,910.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
63,"Bundeskanzleramt, Abteilung IV/4","1014 Wien, Ballhausplatz 2",EFRE Monitoringstelle und EFRE Zahlstelle in der Periode 2007-2013,"Gem. Art. 5 der Vereinbarung zw. dem Bund und den Ländern gem. Art. 15a B-VG über das Verwaltungs- und Kontrollsystem in Österreich für die Strukturfonds in der Periode 2007-2013 übernimmt das Bundeskanzleramt die Funktion der Bescheinigungsbehörde für den Europäischen Fonds für regionale Entwicklung. Darüber hinaus legt der Art. 4 Abs. 3 der 15a-Vereinbarung fest, dass für den Bereich des EFRE auch das Monitoring gem. Art. 60 lit. c der Verordnung (EG) Nr. 1083/2006 unter Verantwortung der BB wahrgenommen wird. Die Aufgabe des Mitgliedstaates Österreich gem. Art. 76 Abs. 3 der Verordnung (EG) Nr. 1083/2006 obliegt gem. Art. 10 Abs. 4 der 15a-Vereinbarung ebenfalls der BB.",441168.18,A,RMB - Regionalmanagement Burgenland Ges.m.b.H.,441168.18,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
64,Burg Forchtenstein Betriebsgesellschaft mbH.,"7000 Eisenstadt, Esterhazyplatz 5",Neuerrichtung und Ausstattung eines Restaurants,Neuerrichtung und Ausstattung eines Restaurantbetriebes auf der Burg Forchtenstein,428110.67,A,Wirtschaft Burgenland GmbH - WiBuG,428110.67,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
65,Burgenländische Elektrizitätswirtschafts- Aktiengesellschaft (BEWAG),"7000 Eisenstadt, Kasernenstraße 9",Thermische Gebäudesanierung,"Sanierung des Verwaltungsgebäudes durch Dämmung von Außenwänden, Dach und Austausch der Fenster.",209369.0,A,Kommunalkredit Public Consulting GmbH,209369.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
66,Burgenländische Elektrizitätswirtschafts- Aktiengesellschaft (BEWAG),"7000 Eisenstadt, Kasernenstraße 9",Wärmepumpe,Installierung einer Wärmepumpe inkl. Tiefensonden zur Beheizung und Kühlung des Verwaltungsgebäudes,90824.0,A,Kommunalkredit Public Consulting GmbH,90824.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
67,Certec EDV GmbH,"7000 Eisenstadt, Thomas A. Edison Straße 1",Konzeptberatung,"Prozessoptimierung, Bewertung neuer Technologien, Darstellung Ressourcen",900.0,A,Wirtschaft Burgenland GmbH - WiBuG,900.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
68,Certec EDV GmbH,"7000 Eisenstadt, Thomas A. Edison Straße 1",Umsetzungsberatung,Prozessoptimierung für die Entwicklung und Vermarktung der Produkte,2010.0,A,Wirtschaft Burgenland GmbH - WiBuG,2010.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
69,CHAMPIONSHIPS Yachting GmbH,"7100 Neusiedl am See, Rohrdommelweg 24",Marktdurchdringung auf Binnengewässer in Dach- Region und auf dem Plattensee,"Im Zuge des Internationalisierungsprojektes sind im Jahr 2014 Teilnahmen an folgenden Messen in Deutschland und Ungarn geplant: Düsseldorf Boot, Budapest Boat Show, Interboot Friedrichshafen, Hanseboot und Boot Berlin. Für die Bootsmessen werden Broschüren in Deutsch und Englisch erstellt und eine Messewand wird entwickelt.",2351.41,A,Wirtschaft Burgenland GmbH - WiBuG,2351.41,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
70,CHAMPIONSHIPS Yachting GmbH,"7100 Neusiedl am See, Rohrdommelweg 24","""LAGO 26""","Das Projekt betrifft die Entwicklung und Vermarktung einer innovativen, designorientierten Schwertsegelbootklasse namens ""LAGO 26"" für Binnenseen und küstennahen Gewässern. Es geht um die Entwicklung von einer Designstudie zum Prototyp und zur Überleitung zur Serienproduktion. Es werden 2 Variationen gebaut: die Club-Version als Rennboot und die Eigner-Version als Freizeitboot.",118725.29,A,Wirtschaft Burgenland GmbH - WiBuG,118725.29,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
71,Cherub Hotelbesitz GmbH,"8380 Jennersdorf, Eisenstädter Strasse 5",Biomasse Mikronetz,"Die Cherub Hotelbesitz GmbH in Sankt Martin an der Raab (B), errichtet zur Wärmeversorgung von insgesamt 4 baulich getrennten, innerbetrieblichen Objekten eine neue Heizzentrale (Biomasse Mikronetzanlage mit 150 kW Kessel).  Durch diese Maßnahmen können jährlich 49,41 t Co2 eingespart werden. Das Hackgut für die Heizzentrale wird aus der unmittelbaren Region bezogen.",50797.0,A,Kommunalkredit Public Consulting GmbH,50797.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
73,Cselley Mühle Kultur- Aktionszentrum Betriebsgesellschaft m.b.H,"7064 Oslip, Sachsenweg 63",Sanierung und Instandsetzung des denkmalgeschützten Objektes Cselley Mühle,"Die unter Denkmalschutz stehende Cselley Mühle beherbergte einst eine der vielen Wulkamühlen. Teile des Mahlwerkes und die Betriebsmauern sind noch vorhanden, weshalb das Objekt als Ganzes unter Denkmalschutz gestellt wurde. Im Zuge des Projektes werden u.a. die Fassaden, Fenster, Türen und Dächer einer umfassenden Sanierung unterzogen.",392116.06,A,"Amt der Burgenländischen Landesregierung, Abt. 7 (Kultur, Wissenschaft und Archiv)",392116.06,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
74,Diözese Eisenstadt,"7000 Eisenstadt, St. Rochus Str. 21",Sanierung des historischen Franziskanerklosters Eisenstadt,"Das Franziskanerkloster und die angeschlossene Franziskanerkirche zählen zu den wichtigsten Sehenswürdigkeiten der Landeshauptstadt. Der Gebäudekomplex beherbergt auch das burgenländische Diözesanmuseum. Neben Trockenlegungsarbeiten, Adaptierungen, Sicherungsmaßnahmen, der Erneuerung der elektronischen Anlagen sind auch konservatorische und restauratorische Maßnahmen im Rahmen des Projektes geplant.",356500.0,A,"Amt der Burgenländischen Landesregierung, Abt. 7 (Kultur, Wissenschaft und Archiv)",356500.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
75,Dr. Anna Schlanitz- Bolldorf,"7332 Kobersdorf, Schlossgasse",Sanierung Schloss Kobersdorf,"Das Schloss Kobersdorf ist eines der wichtigsten kulturtouristischen Sehenswürdigkeiten des Mittleren Burgenlandes. Es steht in privatem Besitz und ist der Öffentlichkeit zugänglich gemacht worden. Jährlich finden dort div. kulturelle Veranstaltungen statt - u.a. auch die traditionsreichen Schlossspiele Kobersdorf. Das Wasserschloss wurde 1229 erstmals urkundlich erwähnt und zählt damit zu den ältesten noch benutzen Gebäuden des Landes. Der überwiegende Teil der Bausubstanz des unter Denkmalschutz stehenden Objektes stammt aus dem 16. und 17. Jahrhundert. Um Schloss Kobersdorf auch weiterhin als kulturelle Begegnungsstätte betreiben zu können, sind div. Sanierungsarbeiten notwendig geworden.",100000.0,A,"Amt der Burgenländischen Landesregierung, Abt. 7 (Kultur, Wissenschaft und Archiv)",100000.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
76,Dr. Anna Schlanitz- Bolldorf,"7332 Kobersdorf, Schlossgasse",Revitalisierung Schloss Kobersdorf,"Schloss Kobersdorf ist eine der wichtigsten kulturtouristischen Sehenswürdigkeiten des Landes. Das Sanierungsprojekt umfasst u.a. die Sanierung diverser Fassadenteile, von Fenstern, sowie Dachdecker-und Spenglerarbeiten. Das Schloss befindet sich in Privatbesitz, ist aber regelmäßig der Öffentlichkeit zugänglich. Damit das Schloss auch weiterhin als kulturelle Begegnungsstätte für die Nachwelt erhalten bleibt, sind die im Rahmen des Projektes notwendigen Revitalisierungsarbeiten unabdingbar.",100000.0,A,"Amt der Burgenländischen Landesregierung, Abt. 7 (Kultur, Wissenschaft und Archiv)",100000.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
77,Dr. Anna Schlanitz- Bolldorf,"7332 Kobersdorf, Schlossgasse",Revitalisierung Schloss Kobersdorf - Fassade II,"Schloss Kobersdorf ist eine der wichtigsten kulturtouristischen Sehenswürdigkeiten der Region und auch Festspielstätte. Im Zuge des Projektes wird eine Fassade, des im 13. Jahrhundert erstmals urkundlich erwähnten Schlosses, nach den Auflagen des Denkmalamtes saniert.",83810.79,A,"Amt der Burgenländischen Landesregierung, Abt. 7 (Kultur, Wissenschaft und Archiv)",83810.79,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
78,Dr. Bohrer Lasertec GmbH,"7100 Neusiedl am See, Ludwig-Boltzmann-Straße 2","Kompakte ""sealed off"" CO2- Laser für die Gravur- und Drucktechnik mit hoher Pulsqualität","Aufbau eines Laserkompetenzzentrums mit Fokus auf die industr. Lasertechnik mit innovativen Verfahren. Hierbei sollen Laserquellen hinsichtlich der Anforderungen der Drucktechnik (bis zu 1 Mio Druckpunkte/Sek für hohe Auflösungen und angem. Produktivität) in Form einer Vorstudie aufgebaut und evaluiert werden. Durch das Projekt soll in Zusammenarbeit und in Abstimmung mit div. Betrieben in Form bon Prototypen untersucht werden, welche Möglichkeiten eine eigenständige Laserquelle bieten kann",10247.74,A,Wirtschaft Burgenland GmbH - WiBuG,10247.74,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
79,Dr. Bohrer Lasertec GmbH,"7100 Neusiedl am See, Ludwig-Boltzmann-Straße 2","800 Watt Hochleistungs- CO2-Laser in Kohlefaser- Leichtbauweise ""Black Mamba""","Aufbau des Laserresonators in Kohlefaser- Leichtbauweise ""Black Mamba"" in bislang unerreichter mechanischer Steifigkeit (Grundvoraussetzung für Leistungs- und Strahllagestabilität). Derartige Laser lassen sich nur in kleineren Serien bauen (Manufaktur) für genau adressierbare Märkte/Kunden (Anwendungen für sehr präzise Gravur). Große Herausforderung ist: erstmalige Realisierung einer genau definierten (Auflösung von Nanosekunden) gemessen und aktiv gesteuerten Laserenergie mit bis zu 1 Million Einzelpulse pro Sek unterschiedlicher Leistung/Pulsdauer u. Laserleistungen bis 1 kW",172791.34,A,Wirtschaft Burgenland GmbH - WiBuG,172791.34,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
80,DUCEST Medical GmbH,"7222 Rohrbach bei Mattersburg, Waldstraße 61",STIVAX - Vagale Stimulation des Nervus Vagus,"STIVAX ist ein batteriebetriebenes, tragbares Miniaturgerät mit Infrarotsteuerung und Spezialnadel zur Stimulation des Nervus Vagus am Ohr. Zur Stimulation erzeugt STIVAX einen stromkonstanten Impuls bei max. 10V Spannung, der mit einer Frequenz von 1Hz wiederholt wird. STIVAX kann ambulant gesetzt werden.",180000.0,A,Wirtschaft Burgenland GmbH - WiBuG,180000.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
81,ecqui GmbH,"7332 Oberpetersdorf, Mühlgasse 5",Internationalisierung der Standardprodukte nach UK,"Zielsetzung ist es, Details über den Markt in Großbritannien herauszufinden, insbesondere über das Einkaufsverhalten im Internet, die Awareness und Akzeptanz von QR-Codes, mobile Bezahlsysteme und deren Akzeptanz, Kosten von Außenwerbeflächen, Konsumentenverhalten beim Erhalt von Flyern und Foldern, Möglichkeiten der Erleichtung des Vorverkaufs von Tickets im Tourismus, öffentlicher Verkehr etc. Des Weiteren sollen eine Vertriebs- und Marketingstrategie ausgearbeitet werden, sowie potenzielle Vertriebspartner herausgefunden werden. Zur weiteren Unterstützung sollen auch ein Imagevideo sowie englischsprachige Flyer und Folder vorbereitet werden.",5475.0,A,Wirtschaft Burgenland GmbH - WiBuG,5475.0,total_amount,,,ÖSTERREICH,AT,,,AT11,Burgenland,,,,2007AT161PO001,,,,,,,,,,ERDF,,2007-2013,,,,,,,,,,,,,
